Sexo;Provincias;Periodo;Total
Ambos sexos;16 Cuenca;2012T4;25,80
Ambos sexos;16 Cuenca;2013T1;28,52
Ambos sexos;16 Cuenca;2013T2;29,83
Ambos sexos;16 Cuenca;2013T3;31,01
Ambos sexos;16 Cuenca;2013T4;26,12
Ambos sexos;16 Cuenca;2014T1;29,13
Ambos sexos;16 Cuenca;2014T2;27,40
Ambos sexos;16 Cuenca;2014T3;28,32
Ambos sexos;16 Cuenca;2014T4;27,16
Ambos sexos;16 Cuenca;2015T1;25,82
Ambos sexos;16 Cuenca;2015T2;23,82
Ambos sexos;16 Cuenca;2015T3;22,04
Ambos sexos;16 Cuenca;2015T4;18,78
Ambos sexos;16 Cuenca;2016T1;19,79
Ambos sexos;16 Cuenca;2016T2;19,19
Ambos sexos;16 Cuenca;2016T3;18,93
Ambos sexos;16 Cuenca;2016T4;14,15
Ambos sexos;16 Cuenca;2017T1;17,10
Ambos sexos;16 Cuenca;2017T2;15,73
Ambos sexos;16 Cuenca;2017T3;13,60
Ambos sexos;16 Cuenca;2017T4;17,18
Ambos sexos;16 Cuenca;2018T1;15,21
Ambos sexos;16 Cuenca;2018T2;16,20
Ambos sexos;16 Cuenca;2018T3;16,50
Ambos sexos;16 Cuenca;2018T4;13,69
Ambos sexos;16 Cuenca;2019T1;10,81
Ambos sexos;16 Cuenca;2019T2;12,91
Ambos sexos;16 Cuenca;2019T3;13,93
Ambos sexos;16 Cuenca;2019T4;14,61
Ambos sexos;16 Cuenca;2020T1;17,01
Ambos sexos;16 Cuenca;2020T2;15,96
Ambos sexos;16 Cuenca;2020T3;16,91
Ambos sexos;16 Cuenca;2020T4;12,73
Ambos sexos;16 Cuenca;2021T1;13,89
Ambos sexos;16 Cuenca;2021T2;13,40
Ambos sexos;16 Cuenca;2021T3;11,72
Ambos sexos;16 Cuenca;2021T4;9,42
Ambos sexos;16 Cuenca;2022T1;10,57
Ambos sexos;16 Cuenca;2022T2;10,68
Ambos sexos;16 Cuenca;2022T3;9,15
Ambos sexos;16 Cuenca;2022T4;8,03
Ambos sexos;16 Cuenca;2023T1;12,12
Ambos sexos;16 Cuenca;2023T2;12,21
Ambos sexos;16 Cuenca;2023T3;10,00
Ambos sexos;16 Cuenca;2023T4;11,30
Ambos sexos;16 Cuenca;2024T1;14,74
Ambos sexos;16 Cuenca;2024T2;11,33
Ambos sexos;16 Cuenca;2024T3;9,62
Ambos sexos;20 Gipuzkoa;2002T1;7,14
Ambos sexos;20 Gipuzkoa;2002T2;6,93
Ambos sexos;20 Gipuzkoa;2002T3;7,07
Ambos sexos;20 Gipuzkoa;2002T4;6,89
Ambos sexos;20 Gipuzkoa;2003T1;7,11
Ambos sexos;20 Gipuzkoa;2003T2;5,50
Ambos sexos;20 Gipuzkoa;2003T3;5,91
Ambos sexos;20 Gipuzkoa;2003T4;7,24
Ambos sexos;20 Gipuzkoa;2004T1;7,14
Ambos sexos;20 Gipuzkoa;2004T2;6,48
Ambos sexos;20 Gipuzkoa;2004T3;7,09
Ambos sexos;20 Gipuzkoa;2004T4;6,48
Ambos sexos;20 Gipuzkoa;2005T1;5,90
Ambos sexos;20 Gipuzkoa;2005T2;5,39
Ambos sexos;20 Gipuzkoa;2005T3;6,13
Ambos sexos;20 Gipuzkoa;2005T4;5,36
Ambos sexos;20 Gipuzkoa;2006T1;5,74
Ambos sexos;20 Gipuzkoa;2006T2;5,59
Ambos sexos;20 Gipuzkoa;2006T3;5,27
Ambos sexos;20 Gipuzkoa;2006T4;6,43
Ambos sexos;20 Gipuzkoa;2007T1;5,93
Ambos sexos;20 Gipuzkoa;2007T2;4,74
Ambos sexos;20 Gipuzkoa;2007T3;4,34
Ambos sexos;20 Gipuzkoa;2007T4;5,36
Ambos sexos;20 Gipuzkoa;2008T1;5,05
Ambos sexos;20 Gipuzkoa;2008T2;4,74
Ambos sexos;20 Gipuzkoa;2008T3;4,81
Ambos sexos;20 Gipuzkoa;2008T4;6,74
Ambos sexos;20 Gipuzkoa;2009T1;9,20
Ambos sexos;20 Gipuzkoa;2009T2;9,36
Ambos sexos;20 Gipuzkoa;2009T3;9,42
Ambos sexos;20 Gipuzkoa;2009T4;9,15
Ambos sexos;20 Gipuzkoa;2010T1;8,71
Ambos sexos;20 Gipuzkoa;2010T2;7,52
Ambos sexos;20 Gipuzkoa;2010T3;8,22
Ambos sexos;20 Gipuzkoa;2010T4;7,67
Ambos sexos;20 Gipuzkoa;2011T1;9,17
Ambos sexos;20 Gipuzkoa;2011T2;9,79
Ambos sexos;20 Gipuzkoa;2011T3;10,89
Ambos sexos;20 Gipuzkoa;2011T4;10,86
Ambos sexos;20 Gipuzkoa;2012T1;11,72
Ambos sexos;20 Gipuzkoa;2012T2;13,32
Ambos sexos;20 Gipuzkoa;2012T3;13,60
Ambos sexos;20 Gipuzkoa;2012T4;13,24
Ambos sexos;20 Gipuzkoa;2013T1;14,24
Ambos sexos;20 Gipuzkoa;2013T2;14,11
Ambos sexos;20 Gipuzkoa;2013T3;14,31
Ambos sexos;20 Gipuzkoa;2013T4;13,80
Ambos sexos;20 Gipuzkoa;2014T1;13,97
Ambos sexos;20 Gipuzkoa;2014T2;15,61
Ambos sexos;20 Gipuzkoa;2014T3;13,41
Ambos sexos;20 Gipuzkoa;2014T4;14,05
Ambos sexos;20 Gipuzkoa;2015T1;13,74
Ambos sexos;20 Gipuzkoa;2015T2;14,56
Ambos sexos;20 Gipuzkoa;2015T3;12,22
Ambos sexos;20 Gipuzkoa;2015T4;10,16
Ambos sexos;20 Gipuzkoa;2016T1;10,50
Ambos sexos;20 Gipuzkoa;2016T2;10,23
Ambos sexos;20 Gipuzkoa;2016T3;10,35
Ambos sexos;20 Gipuzkoa;2016T4;9,95
Ambos sexos;20 Gipuzkoa;2017T1;10,72
Ambos sexos;20 Gipuzkoa;2017T2;8,18
Ambos sexos;20 Gipuzkoa;2017T3;8,73
Ambos sexos;20 Gipuzkoa;2017T4;8,43
Ambos sexos;20 Gipuzkoa;2018T1;7,93
Ambos sexos;20 Gipuzkoa;2018T2;7,55
Ambos sexos;20 Gipuzkoa;2018T3;7,75
Ambos sexos;20 Gipuzkoa;2018T4;7,56
Ambos sexos;20 Gipuzkoa;2019T1;8,03
Ambos sexos;20 Gipuzkoa;2019T2;7,13
Ambos sexos;20 Gipuzkoa;2019T3;6,19
Ambos sexos;20 Gipuzkoa;2019T4;7,53
Ambos sexos;20 Gipuzkoa;2020T1;6,91
Ambos sexos;20 Gipuzkoa;2020T2;7,23
Ambos sexos;20 Gipuzkoa;2020T3;9,18
Ambos sexos;20 Gipuzkoa;2020T4;7,02
Ambos sexos;20 Gipuzkoa;2021T1;9,67
Ambos sexos;20 Gipuzkoa;2021T2;7,82
Ambos sexos;20 Gipuzkoa;2021T3;9,55
Ambos sexos;20 Gipuzkoa;2021T4;7,42
Ambos sexos;20 Gipuzkoa;2022T1;7,57
Ambos sexos;20 Gipuzkoa;2022T2;7,82
Ambos sexos;20 Gipuzkoa;2022T3;6,71
Ambos sexos;20 Gipuzkoa;2022T4;9,38
Ambos sexos;20 Gipuzkoa;2023T1;8,14
Ambos sexos;20 Gipuzkoa;2023T2;6,63
Ambos sexos;20 Gipuzkoa;2023T3;8,68
Ambos sexos;20 Gipuzkoa;2023T4;6,41
Ambos sexos;20 Gipuzkoa;2024T1;8,16
Ambos sexos;20 Gipuzkoa;2024T2;6,75
Ambos sexos;20 Gipuzkoa;2024T3;5,85
Ambos sexos;17 Girona;2002T1;10,26
Ambos sexos;17 Girona;2002T2;9,23
Ambos sexos;17 Girona;2002T3;6,04
Ambos sexos;17 Girona;2002T4;9,17
Ambos sexos;17 Girona;2003T1;11,56
Ambos sexos;17 Girona;2003T2;9,19
Ambos sexos;17 Girona;2003T3;9,54
Ambos sexos;17 Girona;2003T4;11,27
Ambos sexos;17 Girona;2004T1;11,08
Ambos sexos;17 Girona;2004T2;8,18
Ambos sexos;17 Girona;2004T3;6,93
Ambos sexos;17 Girona;2004T4;8,56
Ambos sexos;17 Girona;2005T1;8,57
Ambos sexos;17 Girona;2005T2;7,69
Ambos sexos;17 Girona;2005T3;6,35
Ambos sexos;17 Girona;2005T4;6,68
Ambos sexos;17 Girona;2006T1;7,45
Ambos sexos;17 Girona;2006T2;5,68
Ambos sexos;17 Girona;2006T3;5,46
Ambos sexos;17 Girona;2006T4;6,92
Ambos sexos;17 Girona;2007T1;9,12
Ambos sexos;17 Girona;2007T2;6,98
Ambos sexos;17 Girona;2007T3;6,69
Ambos sexos;17 Girona;2007T4;9,06
Ambos sexos;17 Girona;2008T1;9,82
Ambos sexos;17 Girona;2008T2;9,71
Ambos sexos;17 Girona;2008T3;10,45
Ambos sexos;17 Girona;2008T4;13,86
Ambos sexos;17 Girona;2009T1;19,08
Ambos sexos;17 Girona;2009T2;17,50
Ambos sexos;17 Girona;2009T3;16,56
Ambos sexos;17 Girona;2009T4;18,88
Ambos sexos;17 Girona;2010T1;20,20
Ambos sexos;17 Girona;2010T2;17,74
Ambos sexos;17 Girona;2010T3;15,04
Ambos sexos;17 Girona;2010T4;18,45
Ambos sexos;17 Girona;2011T1;21,64
Ambos sexos;17 Girona;2011T2;21,03
Ambos sexos;17 Girona;2011T3;20,94
Ambos sexos;17 Girona;2011T4;23,20
Ambos sexos;17 Girona;2012T1;25,93
Ambos sexos;17 Girona;2012T2;25,47
Ambos sexos;17 Girona;2012T3;21,62
Ambos sexos;17 Girona;2012T4;23,81
Ambos sexos;17 Girona;2013T1;24,66
Ambos sexos;17 Girona;2013T2;22,42
Ambos sexos;17 Girona;2013T3;21,17
Ambos sexos;17 Girona;2013T4;23,69
Ambos sexos;17 Girona;2014T1;24,94
Ambos sexos;17 Girona;2014T2;22,45
Ambos sexos;17 Girona;2014T3;20,32
Ambos sexos;17 Girona;2014T4;22,41
Ambos sexos;17 Girona;2015T1;21,90
Ambos sexos;17 Girona;2015T2;19,21
Ambos sexos;17 Girona;2015T3;18,05
Ambos sexos;17 Girona;2015T4;19,73
Ambos sexos;17 Girona;2016T1;17,49
Ambos sexos;17 Girona;2016T2;16,95
Ambos sexos;17 Girona;2016T3;14,61
Ambos sexos;17 Girona;2016T4;15,51
Ambos sexos;17 Girona;2017T1;17,03
Ambos sexos;17 Girona;2017T2;13,13
Ambos sexos;17 Girona;2017T3;12,08
Ambos sexos;17 Girona;2017T4;13,61
Ambos sexos;17 Girona;2018T1;14,05
Ambos sexos;17 Girona;2018T2;11,80
Ambos sexos;17 Girona;2018T3;8,94
Ambos sexos;17 Girona;2018T4;10,80
Ambos sexos;17 Girona;2019T1;13,39
Ambos sexos;17 Girona;2019T2;10,46
Ambos sexos;17 Girona;2019T3;8,01
Ambos sexos;17 Girona;2019T4;9,47
Ambos sexos;17 Girona;2020T1;10,77
Ambos sexos;17 Girona;2020T2;14,58
Ambos sexos;17 Girona;2020T3;11,73
Ambos sexos;17 Girona;2020T4;13,33
Ambos sexos;17 Girona;2021T1;15,00
Ambos sexos;17 Girona;2021T2;14,49
Ambos sexos;17 Girona;2021T3;11,21
Ambos sexos;17 Girona;2021T4;11,20
Ambos sexos;17 Girona;2022T1;10,52
Ambos sexos;17 Girona;2022T2;8,65
Ambos sexos;17 Girona;2022T3;7,68
Ambos sexos;17 Girona;2022T4;8,98
Ambos sexos;17 Girona;2023T1;11,53
Ambos sexos;17 Girona;2023T2;9,73
Ambos sexos;17 Girona;2023T3;9,28
Ambos sexos;17 Girona;2023T4;9,29
Ambos sexos;17 Girona;2024T1;12,47
Ambos sexos;17 Girona;2024T2;10,05
Ambos sexos;17 Girona;2024T3;7,63
Ambos sexos;18 Granada;2002T1;20,92
Ambos sexos;18 Granada;2002T2;17,59
Ambos sexos;18 Granada;2002T3;19,41
Ambos sexos;18 Granada;2002T4;20,78
Ambos sexos;18 Granada;2003T1;20,93
Ambos sexos;18 Granada;2003T2;16,28
Ambos sexos;18 Granada;2003T3;15,34
Ambos sexos;18 Granada;2003T4;18,80
Ambos sexos;18 Granada;2004T1;17,88
Ambos sexos;18 Granada;2004T2;14,72
Ambos sexos;18 Granada;2004T3;11,50
Ambos sexos;18 Granada;2004T4;9,41
Ambos sexos;18 Granada;2005T1;14,13
Ambos sexos;18 Granada;2005T2;12,51
Ambos sexos;18 Granada;2005T3;12,69
Ambos sexos;18 Granada;2005T4;13,14
Ambos sexos;18 Granada;2006T1;11,10
Ambos sexos;18 Granada;2006T2;10,33
Ambos sexos;18 Granada;2006T3;11,96
Ambos sexos;18 Granada;2006T4;10,55
Ambos sexos;18 Granada;2007T1;10,60
Ambos sexos;18 Granada;2007T2;11,73
Ambos sexos;18 Granada;2007T3;11,35
Ambos sexos;18 Granada;2007T4;13,85
Ambos sexos;18 Granada;2008T1;14,97
Ambos sexos;18 Granada;2008T2;18,45
Ambos sexos;18 Granada;2008T3;20,50
Ambos sexos;18 Granada;2008T4;23,39
Ambos sexos;18 Granada;2009T1;23,90
Ambos sexos;18 Granada;2009T2;25,85
Ambos sexos;18 Granada;2009T3;27,33
Ambos sexos;18 Granada;2009T4;27,81
Ambos sexos;18 Granada;2010T1;26,66
Ambos sexos;18 Granada;2010T2;28,89
Ambos sexos;18 Granada;2010T3;30,51
Ambos sexos;18 Granada;2010T4;28,88
Ambos sexos;18 Granada;2011T1;28,60
Ambos sexos;18 Granada;2011T2;28,68
Ambos sexos;18 Granada;2011T3;30,20
Ambos sexos;18 Granada;2011T4;29,01
Ambos sexos;18 Granada;2012T1;31,67
Ambos sexos;18 Granada;2012T2;36,28
Ambos sexos;18 Granada;2012T3;36,97
Ambos sexos;18 Granada;2012T4;37,43
Ambos sexos;18 Granada;2013T1;37,17
Ambos sexos;18 Granada;2013T2;36,90
Ambos sexos;18 Granada;2013T3;38,25
Ambos sexos;18 Granada;2013T4;35,82
Ambos sexos;18 Granada;2014T1;35,64
Ambos sexos;18 Granada;2014T2;36,61
Ambos sexos;18 Granada;2014T3;36,30
Ambos sexos;18 Granada;2014T4;35,11
Ambos sexos;18 Granada;2015T1;34,10
Ambos sexos;18 Granada;2015T2;31,12
Ambos sexos;18 Granada;2015T3;29,73
Ambos sexos;18 Granada;2015T4;28,82
Ambos sexos;18 Granada;2016T1;29,65
Ambos sexos;18 Granada;2016T2;32,14
Ambos sexos;18 Granada;2016T3;29,07
Ambos sexos;18 Granada;2016T4;28,89
Ambos sexos;18 Granada;2017T1;25,66
Ambos sexos;18 Granada;2017T2;24,61
Ambos sexos;18 Granada;2017T3;26,95
Ambos sexos;18 Granada;2017T4;25,87
Ambos sexos;18 Granada;2018T1;25,21
Ambos sexos;18 Granada;2018T2;23,81
Ambos sexos;18 Granada;2018T3;24,53
Ambos sexos;18 Granada;2018T4;22,44
Ambos sexos;18 Granada;2019T1;21,67
Ambos sexos;18 Granada;2019T2;24,00
Ambos sexos;18 Granada;2019T3;23,49
Ambos sexos;18 Granada;2019T4;19,68
Ambos sexos;18 Granada;2020T1;19,08
Ambos sexos;18 Granada;2020T2;25,24
Ambos sexos;18 Granada;2020T3;25,94
Ambos sexos;18 Granada;2020T4;24,84
Ambos sexos;18 Granada;2021T1;23,96
Ambos sexos;18 Granada;2021T2;23,41
Ambos sexos;18 Granada;2021T3;22,57
Ambos sexos;18 Granada;2021T4;20,58
Ambos sexos;18 Granada;2022T1;19,31
Ambos sexos;18 Granada;2022T2;22,27
Ambos sexos;18 Granada;2022T3;22,59
Ambos sexos;18 Granada;2022T4;19,66
Ambos sexos;18 Granada;2023T1;20,24
Ambos sexos;18 Granada;2023T2;18,48
Ambos sexos;18 Granada;2023T3;21,71
Ambos sexos;18 Granada;2023T4;21,60
Ambos sexos;18 Granada;2024T1;22,41
Ambos sexos;18 Granada;2024T2;21,20
Ambos sexos;18 Granada;2024T3;22,14
Ambos sexos;19 Guadalajara;2002T1;9,67
Ambos sexos;19 Guadalajara;2002T2;8,49
Ambos sexos;19 Guadalajara;2002T3;7,72
Ambos sexos;19 Guadalajara;2002T4;9,71
Ambos sexos;19 Guadalajara;2003T1;9,23
Ambos sexos;19 Guadalajara;2003T2;9,54
Ambos sexos;19 Guadalajara;2003T3;7,56
Ambos sexos;19 Guadalajara;2003T4;8,66
Ambos sexos;19 Guadalajara;2004T1;10,26
Ambos sexos;19 Guadalajara;2004T2;8,66
Ambos sexos;19 Guadalajara;2004T3;6,65
Ambos sexos;19 Guadalajara;2004T4;6,69
Ambos sexos;19 Guadalajara;2005T1;7,02
Ambos sexos;19 Guadalajara;2005T2;8,73
Ambos sexos;19 Guadalajara;2005T3;5,15
Ambos sexos;19 Guadalajara;2005T4;7,01
Ambos sexos;19 Guadalajara;2006T1;6,21
Ambos sexos;19 Guadalajara;2006T2;6,63
Ambos sexos;19 Guadalajara;2006T3;7,19
Ambos sexos;19 Guadalajara;2006T4;6,62
Ambos sexos;19 Guadalajara;2007T1;5,16
Ambos sexos;19 Guadalajara;2007T2;5,45
Ambos sexos;19 Guadalajara;2007T3;3,26
Ambos sexos;19 Guadalajara;2007T4;6,14
Ambos sexos;19 Guadalajara;2008T1;6,86
Ambos sexos;19 Guadalajara;2008T2;8,90
Ambos sexos;19 Guadalajara;2008T3;7,44
Ambos sexos;19 Guadalajara;2008T4;11,83
Ambos sexos;19 Guadalajara;2009T1;13,78
Ambos sexos;19 Guadalajara;2009T2;15,25
Ambos sexos;19 Guadalajara;2009T3;13,17
Ambos sexos;19 Guadalajara;2009T4;13,45
Ambos sexos;19 Guadalajara;2010T1;18,02
Ambos sexos;19 Guadalajara;2010T2;15,16
Ambos sexos;19 Guadalajara;2010T3;16,10
Ambos sexos;19 Guadalajara;2010T4;19,53
Ambos sexos;19 Guadalajara;2011T1;18,25
Ambos sexos;19 Guadalajara;2011T2;21,16
Ambos sexos;19 Guadalajara;2011T3;17,79
Ambos sexos;19 Guadalajara;2011T4;21,07
Ambos sexos;19 Guadalajara;2012T1;19,05
Ambos sexos;19 Guadalajara;2012T2;23,77
Ambos sexos;19 Guadalajara;2012T3;22,81
Ambos sexos;19 Guadalajara;2012T4;24,92
Ambos sexos;19 Guadalajara;2013T1;24,93
Ambos sexos;19 Guadalajara;2013T2;23,28
Ambos sexos;19 Guadalajara;2013T3;20,77
Ambos sexos;19 Guadalajara;2013T4;21,26
Ambos sexos;19 Guadalajara;2014T1;23,01
Ambos sexos;19 Guadalajara;2014T2;24,76
Ambos sexos;19 Guadalajara;2014T3;21,83
Ambos sexos;19 Guadalajara;2014T4;23,46
Ambos sexos;19 Guadalajara;2015T1;20,20
Ambos sexos;19 Guadalajara;2015T2;18,60
Ambos sexos;19 Guadalajara;2015T3;19,09
Ambos sexos;19 Guadalajara;2015T4;19,29
Ambos sexos;19 Guadalajara;2016T1;17,80
Ambos sexos;19 Guadalajara;2016T2;17,24
Ambos sexos;19 Guadalajara;2016T3;18,26
Ambos sexos;19 Guadalajara;2016T4;17,85
Ambos sexos;19 Guadalajara;2017T1;17,25
Ambos sexos;19 Guadalajara;2017T2;15,43
Ambos sexos;19 Guadalajara;2017T3;12,47
Ambos sexos;19 Guadalajara;2017T4;10,48
Ambos sexos;19 Guadalajara;2018T1;12,92
Ambos sexos;19 Guadalajara;2018T2;10,99
Ambos sexos;19 Guadalajara;2018T3;10,19
Ambos sexos;19 Guadalajara;2018T4;11,69
Ambos sexos;19 Guadalajara;2019T1;11,26
Ambos sexos;19 Guadalajara;2019T2;11,55
Ambos sexos;19 Guadalajara;2019T3;12,40
Ambos sexos;19 Guadalajara;2019T4;13,37
Ambos sexos;19 Guadalajara;2020T1;13,02
Ambos sexos;19 Guadalajara;2020T2;17,05
Ambos sexos;19 Guadalajara;2020T3;15,45
Ambos sexos;19 Guadalajara;2020T4;13,96
Ambos sexos;19 Guadalajara;2021T1;14,14
Ambos sexos;19 Guadalajara;2021T2;14,64
Ambos sexos;19 Guadalajara;2021T3;10,99
Ambos sexos;19 Guadalajara;2021T4;11,22
Ambos sexos;19 Guadalajara;2022T1;10,04
Ambos sexos;19 Guadalajara;2022T2;11,64
Ambos sexos;19 Guadalajara;2022T3;12,17
Ambos sexos;19 Guadalajara;2022T4;10,84
Ambos sexos;19 Guadalajara;2023T1;9,94
Ambos sexos;19 Guadalajara;2023T2;9,23
Ambos sexos;19 Guadalajara;2023T3;11,24
Ambos sexos;19 Guadalajara;2023T4;9,05
Ambos sexos;19 Guadalajara;2024T1;11,40
Ambos sexos;19 Guadalajara;2024T2;12,28
Ambos sexos;19 Guadalajara;2024T3;9,24
Ambos sexos;21 Huelva;2002T1;17,30
Ambos sexos;21 Huelva;2002T2;19,72
Ambos sexos;21 Huelva;2002T3;25,81
Ambos sexos;21 Huelva;2002T4;22,93
Ambos sexos;21 Huelva;2003T1;18,98
Ambos sexos;21 Huelva;2003T2;19,08
Ambos sexos;21 Huelva;2003T3;23,11
Ambos sexos;21 Huelva;2003T4;18,58
Ambos sexos;21 Huelva;2004T1;15,66
Ambos sexos;21 Huelva;2004T2;12,74
Ambos sexos;21 Huelva;2004T3;18,07
Ambos sexos;21 Huelva;2004T4;17,84
Ambos sexos;21 Huelva;2005T1;15,07
Ambos sexos;21 Huelva;2005T2;14,29
Ambos sexos;21 Huelva;2005T3;16,85
Ambos sexos;21 Huelva;2005T4;16,52
Ambos sexos;21 Huelva;2006T1;16,66
Ambos sexos;21 Huelva;2006T2;12,13
Ambos sexos;21 Huelva;2006T3;14,11
Ambos sexos;21 Huelva;2006T4;13,45
Ambos sexos;21 Huelva;2007T1;14,06
Ambos sexos;21 Huelva;2007T2;10,86
Ambos sexos;21 Huelva;2007T3;14,46
Ambos sexos;21 Huelva;2007T4;16,72
Ambos sexos;21 Huelva;2008T1;15,41
Ambos sexos;21 Huelva;2008T2;14,74
Ambos sexos;21 Huelva;2008T3;19,57
Ambos sexos;21 Huelva;2008T4;21,10
Ambos sexos;21 Huelva;2009T1;23,69
Ambos sexos;21 Huelva;2009T2;20,38
Ambos sexos;21 Huelva;2009T3;22,12
Ambos sexos;21 Huelva;2009T4;23,83
Ambos sexos;21 Huelva;2010T1;26,40
Ambos sexos;21 Huelva;2010T2;23,62
Ambos sexos;21 Huelva;2010T3;29,15
Ambos sexos;21 Huelva;2010T4;30,05
Ambos sexos;21 Huelva;2011T1;32,63
Ambos sexos;21 Huelva;2011T2;25,70
Ambos sexos;21 Huelva;2011T3;32,37
Ambos sexos;21 Huelva;2011T4;34,26
Ambos sexos;21 Huelva;2012T1;34,63
Ambos sexos;21 Huelva;2012T2;31,57
Ambos sexos;21 Huelva;2012T3;36,40
Ambos sexos;21 Huelva;2012T4;36,52
Ambos sexos;21 Huelva;2013T1;40,94
Ambos sexos;21 Huelva;2013T2;31,88
Ambos sexos;21 Huelva;2013T3;35,12
Ambos sexos;21 Huelva;2013T4;31,37
Ambos sexos;21 Huelva;2014T1;28,44
Ambos sexos;21 Huelva;2014T2;28,14
Ambos sexos;21 Huelva;2014T3;35,97
Ambos sexos;21 Huelva;2014T4;35,26
Ambos sexos;21 Huelva;2015T1;28,69
Ambos sexos;21 Huelva;2015T2;26,85
Ambos sexos;21 Huelva;2015T3;30,86
Ambos sexos;21 Huelva;2015T4;32,65
Ambos sexos;21 Huelva;2016T1;30,99
Ambos sexos;21 Huelva;2016T2;26,62
Ambos sexos;21 Huelva;2016T3;29,64
Ambos sexos;21 Huelva;2016T4;28,89
Ambos sexos;21 Huelva;2017T1;26,22
Ambos sexos;21 Huelva;2017T2;20,59
Ambos sexos;21 Huelva;2017T3;25,92
Ambos sexos;21 Huelva;2017T4;23,40
Ambos sexos;21 Huelva;2018T1;21,99
Ambos sexos;21 Huelva;2018T2;20,91
Ambos sexos;21 Huelva;2018T3;25,98
Ambos sexos;21 Huelva;2018T4;22,79
Ambos sexos;21 Huelva;2019T1;22,96
Ambos sexos;21 Huelva;2019T2;18,41
Ambos sexos;21 Huelva;2019T3;22,83
Ambos sexos;21 Huelva;2019T4;23,57
Ambos sexos;21 Huelva;2020T1;19,42
Ambos sexos;21 Huelva;2020T2;13,85
Ambos sexos;21 Huelva;2020T3;21,96
Ambos sexos;21 Huelva;2020T4;27,16
Ambos sexos;21 Huelva;2021T1;20,55
Ambos sexos;21 Huelva;2021T2;13,59
Ambos sexos;21 Huelva;2021T3;27,33
Ambos sexos;21 Huelva;2021T4;20,04
Ambos sexos;21 Huelva;2022T1;18,56
Ambos sexos;21 Huelva;2022T2;12,27
Ambos sexos;21 Huelva;2022T3;17,45
Ambos sexos;21 Huelva;2022T4;21,70
Ambos sexos;21 Huelva;2023T1;18,32
Ambos sexos;21 Huelva;2023T2;15,12
Ambos sexos;21 Huelva;2023T3;19,70
Ambos sexos;21 Huelva;2023T4;20,17
Ambos sexos;21 Huelva;2024T1;17,35
Ambos sexos;21 Huelva;2024T2;12,16
Ambos sexos;21 Huelva;2024T3;14,44
Ambos sexos;22 Huesca;2002T1;5,32
Ambos sexos;22 Huesca;2002T2;4,82
Ambos sexos;22 Huesca;2002T3;3,64
Ambos sexos;22 Huesca;2002T4;3,57
Ambos sexos;22 Huesca;2003T1;4,48
Ambos sexos;22 Huesca;2003T2;2,10
Ambos sexos;22 Huesca;2003T3;4,46
Ambos sexos;22 Huesca;2003T4;4,30
Ambos sexos;22 Huesca;2004T1;5,73
Ambos sexos;22 Huesca;2004T2;5,68
Ambos sexos;22 Huesca;2004T3;4,42
Ambos sexos;22 Huesca;2004T4;5,83
Ambos sexos;22 Huesca;2005T1;7,43
Ambos sexos;22 Huesca;2005T2;7,00
Ambos sexos;22 Huesca;2005T3;6,03
Ambos sexos;22 Huesca;2005T4;6,75
Ambos sexos;22 Huesca;2006T1;6,42
Ambos sexos;22 Huesca;2006T2;4,75
Ambos sexos;22 Huesca;2006T3;5,58
Ambos sexos;22 Huesca;2006T4;5,24
Ambos sexos;22 Huesca;2007T1;4,07
Ambos sexos;22 Huesca;2007T2;4,28
Ambos sexos;22 Huesca;2007T3;3,21
Ambos sexos;22 Huesca;2007T4;4,59
Ambos sexos;22 Huesca;2008T1;5,20
Ambos sexos;22 Huesca;2008T2;5,54
Ambos sexos;22 Huesca;2008T3;4,36
Ambos sexos;22 Huesca;2008T4;6,64
Ambos sexos;22 Huesca;2009T1;10,44
Ambos sexos;22 Huesca;2009T2;9,96
Ambos sexos;22 Huesca;2009T3;11,23
Ambos sexos;22 Huesca;2009T4;11,68
Ambos sexos;22 Huesca;2010T1;13,87
Ambos sexos;22 Huesca;2010T2;14,16
Ambos sexos;22 Huesca;2010T3;11,17
Ambos sexos;22 Huesca;2010T4;12,65
Ambos sexos;22 Huesca;2011T1;13,64
Ambos sexos;22 Huesca;2011T2;14,57
Ambos sexos;22 Huesca;2011T3;11,19
Ambos sexos;22 Huesca;2011T4;13,98
Ambos sexos;22 Huesca;2012T1;15,43
Ambos sexos;22 Huesca;2012T2;14,68
Ambos sexos;22 Huesca;2012T3;13,90
Ambos sexos;22 Huesca;2012T4;14,35
Ambos sexos;22 Huesca;2013T1;16,79
Ambos sexos;22 Huesca;2013T2;17,88
Ambos sexos;22 Huesca;2013T3;14,38
Ambos sexos;22 Huesca;2013T4;19,61
Ambos sexos;22 Huesca;2014T1;20,91
Ambos sexos;22 Huesca;2014T2;16,90
Ambos sexos;22 Huesca;2014T3;14,07
Ambos sexos;22 Huesca;2014T4;16,94
Ambos sexos;22 Huesca;2015T1;15,89
Ambos sexos;22 Huesca;2015T2;15,83
Ambos sexos;22 Huesca;2015T3;13,79
Ambos sexos;22 Huesca;2015T4;12,38
Ambos sexos;22 Huesca;2016T1;14,00
Ambos sexos;22 Huesca;2016T2;13,25
Ambos sexos;22 Huesca;2016T3;10,47
Ambos sexos;22 Huesca;2016T4;12,44
Ambos sexos;22 Huesca;2017T1;11,51
Ambos sexos;22 Huesca;2017T2;10,31
